Date,Actual Sales,Predicted Sales,Category
2017-02-12,1940.545,577.8449455647769,Furniture
2017-02-19,2716.0204,354.0825103083031,Furniture
2017-02-26,1890.732,1178.4005383113151,Furniture
2017-03-05,1296.464,3622.3799152480588,Furniture
2017-03-12,1237.43,2348.2576917368174,Furniture
2017-03-19,951.646,1995.8611427305448,Furniture
2017-03-26,4827.308,3814.4134028913027,Furniture
2017-04-02,3846.4728,3652.4819095803095,Furniture
2017-04-09,1775.1585,1265.2448903050952,Furniture
2017-04-16,1300.053,4539.063963582169,Furniture
2017-04-23,2660.362,3531.2488278391097,Furniture
2017-04-30,2064.5086,2635.130321416541,Furniture
2017-05-07,7563.8318,1767.8758093516594,Furniture
2017-05-14,2854.305,1085.2610949469754,Furniture
2017-05-21,4315.4259999999995,1654.0089387549679,Furniture
2017-05-28,1684.103,5530.684489472477,Furniture
2017-06-04,3189.5964,2899.6282591919576,Furniture
2017-06-11,2604.894,3034.949156590234,Furniture
2017-06-18,5614.8635,3168.2724947054603,Furniture
2017-06-25,3534.223,2397.52159285596,Furniture
2017-07-02,4604.9022,2407.45222059232,Furniture
2017-07-09,2807.842,3022.944715747651,Furniture
2017-07-16,2963.551,3655.919744458776,Furniture
2017-07-23,4442.237,4017.8949336481633,Furniture
2017-07-30,1562.432,4069.569426770957,Furniture
2017-08-06,505.432,1677.882295937005,Furniture
2017-08-13,2670.686,1329.0956564593012,Furniture
2017-08-20,5592.79,3250.5707390555763,Furniture
2017-08-27,4854.588,3008.019034408629,Furniture
2017-09-03,5900.241,4151.985251422418,Furniture
2017-09-10,6038.825,6359.395950385553,Furniture
2017-09-17,8620.542,12445.12234318547,Furniture
2017-09-24,8494.12,7251.0819798976745,Furniture
2017-10-01,2389.576,1748.4120898796702,Furniture
2017-10-08,4619.608,2798.8674625242534,Furniture
2017-10-15,6753.495,3804.597019152002,Furniture
2017-10-22,5757.5992,4132.3799814937565,Furniture
2017-10-29,2891.848,2359.475743821033,Furniture
2017-11-05,8570.84,12418.548339430678,Furniture
2017-11-12,6318.566,7707.791451225458,Furniture
2017-11-19,7207.635,6233.581714393725,Furniture
2017-11-26,6914.896,6615.9833657759955,Furniture
2017-12-03,16008.172,9507.374044689934,Furniture
2017-12-10,8794.404,5813.573101113631,Furniture
2017-12-17,4639.8189999999995,5534.245387905783,Furniture
2017-12-24,7274.043000000001,9788.8413248814,Furniture
2017-12-31,4037.5648,3006.745906901314,Furniture
2018-01-07,,,Furniture
2018-01-14,,,Furniture
2018-01-21,,,Furniture
2018-01-28,,,Furniture
